SD,c,s,b_avg,n,avgSyncTime,avgSyncTimeCIL,avgSyncTimeCIU
0,4,101,0.25,0.25,15.6586,15.6309,15.6966
0,4,101,0.25,0.5,15.6605,15.626,15.6922
0,4,101,0.25,0.75,15.6575,15.6276,15.6814
0,4,101,0.25,1,15.658,15.6319,15.6933
0,4,101,0.25,1.25,15.4511,15.4188,15.4796
0,4,101,0.25,1.5,15.3209,15.2917,15.3515
0,4,101,0.25,1.75,15.2235,15.1961,15.2487
0,4,101,0.25,2,15.1556,15.117,15.1865
0,4,101,0.25,2.25,14.9854,14.9592,15.0088
0,4,101,0.25,2.5,14.8491,14.8148,14.8754
0,4,101,0.25,2.75,14.7374,14.7036,14.7628
0,4,101,0.25,3,14.6518,14.6262,14.6827
0,4,101,0.25,3.25,14.4909,14.462,14.521
0,4,101,0.25,3.5,14.3557,14.3321,14.389
0,4,101,0.25,3.75,14.2415,14.2186,14.262
0,4,101,0.25,4,14.1451,14.1114,14.1755
0,4,101,0.25,4.25,14.2132,14.1848,14.2441
0,4,101,0.25,4.5,14.2765,14.2486,14.3024
0,4,101,0.25,4.75,14.3314,14.2995,14.3573
0,4,101,0.25,5,14.3816,14.3517,14.4065
0,4,101,0.25,5.25,14.3937,14.3567,14.4245
0,4,101,0.25,5.5,14.4038,14.3786,14.4298
0,4,101,0.25,5.75,14.4108,14.3819,14.4358
0,4,101,0.25,6,14.4179,14.3875,14.4434
0,4,101,0.25,6.25,14.3929,14.3622,14.4202
0,4,101,0.25,6.5,14.3698,14.3443,14.4048
0,4,101,0.25,6.75,14.3486,14.3237,14.3745
0,4,101,0.25,7,14.3255,14.2988,14.3586
0,4,101,0.25,7.25,14.2747,14.2469,14.2998
0,4,101,0.25,7.5,14.2293,14.2056,14.2552
0,4,101,0.25,7.75,14.1844,14.1597,14.2158
0,4,101,0.25,8,14.146,14.1184,14.1824
0,4,101,0.25,8.25,14.173,14.1443,14.1959
0,4,101,0.25,8.5,14.2053,14.1714,14.2336
0,4,101,0.25,8.75,14.2313,14.1989,14.2673
0,4,101,0.25,9,14.2597,14.2317,14.2877
0,4,101,0.25,9.25,14.2642,14.2409,14.2948
0,4,101,0.25,9.5,14.2697,14.2378,14.2972
0,4,101,0.25,9.75,14.2794,14.2508,14.3103
0,4,101,0.25,10,14.2842,14.2604,14.309
0,4,101,0.25,10.25,14.2763,14.248,14.2981
0,4,101,0.25,10.5,14.2598,14.2329,14.2877
0,4,101,0.25,10.75,14.252,14.2253,14.2856
0,4,101,0.25,11,14.241,14.2099,14.267
0,4,101,0.25,11.25,14.2153,14.1928,14.2395
0,4,101,0.25,11.5,14.1909,14.1662,14.215
0,4,101,0.25,11.75,14.171,14.14,14.201
0,4,101,0.25,12,14.1448,14.1196,14.1743
0,4,101,0.25,12.25,14.1598,14.1314,14.1875
0,4,101,0.25,12.5,14.1777,14.1525,14.2048
0,4,101,0.25,12.75,14.1962,14.165,14.2219
0,4,101,0.25,13,14.2105,14.1864,14.2356
0,4,101,0.25,13.25,14.2161,14.182,14.2405
0,4,101,0.25,13.5,14.2157,14.1914,14.2413
0,4,101,0.25,13.75,14.2271,14.2024,14.2527
0,4,101,0.25,14,14.2299,14.197,14.2627
0,4,101,0.25,14.25,14.2247,14.1966,14.2531
0,4,101,0.25,14.5,14.2203,14.1882,14.2444
0,4,101,0.25,14.75,14.2104,14.179,14.2391
0,4,101,0.25,15,14.2062,14.1699,14.2398
0,4,101,0.25,15.25,14.1897,14.1652,14.2151
0,4,101,0.25,15.5,14.1728,14.1467,14.2042
0,4,101,0.25,15.75,14.1579,14.1356,14.186
0,4,101,0.25,16,14.1437,14.1179,14.1686
0,4,101,0.25,16.25,14.1542,14.126,14.1848
0,4,101,0.25,16.5,14.1681,14.1407,14.1997
0,4,101,0.25,16.75,14.1775,14.1509,14.2009
0,4,101,0.25,17,14.1852,14.158,14.2122
0,4,101,0.25,17.25,14.1925,14.1674,14.2226
0,4,101,0.25,17.5,14.1916,14.1618,14.2175
0,4,101,0.25,17.75,14.1969,14.1681,14.2245
0,4,101,0.25,18,14.2001,14.1735,14.2227
0,4,101,0.25,18.25,14.1959,14.17,14.2259
0,4,101,0.25,18.5,14.1904,14.1594,14.2129
0,4,101,0.25,18.75,14.1864,14.1628,14.2156
0,4,101,0.25,19,14.1838,14.1557,14.2121
0,4,101,0.25,19.25,14.1752,14.1461,14.2049
0,4,101,0.25,19.5,14.163,14.1355,14.1862
0,4,101,0.25,19.75,14.1546,14.127,14.1816
0,4,101,0.25,20,14.1447,14.1168,14.1754
0,4,101,0.25,20.25,14.1509,14.1222,14.1771
0,4,101,0.25,20.5,14.1578,14.1314,14.188
0,4,101,0.25,20.75,14.1655,14.1311,14.1977
0,4,101,0.25,21,14.1752,14.1477,14.2021
max,4,101,0.25,0.25,14.1442,14.1143,14.1712
max,4,101,0.25,0.5,14.1418,14.1192,14.1696
max,4,101,0.25,0.75,14.1455,14.1212,14.1715
max,4,101,0.25,1,14.1426,14.1184,14.1695
max,4,101,0.25,1.25,14.1458,14.1162,14.1703
max,4,101,0.25,1.5,14.1459,14.1189,14.1736
max,4,101,0.25,1.75,14.1422,14.1122,14.1724
max,4,101,0.25,2,14.1445,14.118,14.1699
max,4,101,0.25,2.25,14.1439,14.1098,14.172
max,4,101,0.25,2.5,14.1449,14.1172,14.1682
max,4,101,0.25,2.75,14.1447,14.1166,14.1691
max,4,101,0.25,3,14.1474,14.1239,14.1773
max,4,101,0.25,3.25,14.1437,14.1191,14.173
max,4,101,0.25,3.5,14.1431,14.1123,14.1687
max,4,101,0.25,3.75,14.145,14.1073,14.1728
max,4,101,0.25,4,14.1444,14.1208,14.1807
max,4,101,0.25,4.25,14.9015,14.8778,14.9296
max,4,101,0.25,4.5,15.66,15.6261,15.6909
max,4,101,0.25,4.75,16.4154,16.3816,16.4428
max,4,101,0.25,5,17.1705,17.144,17.2066
max,4,101,0.25,5.25,17.9358,17.9004,17.9829
max,4,101,0.25,5.5,18.6896,18.6579,18.7325
max,4,101,0.25,5.75,19.4467,19.3988,19.4938
max,4,101,0.25,6,20.2044,20.1645,20.2506
max,4,101,0.25,6.25,20.9596,20.9116,21.0018
max,4,101,0.25,6.5,21.716,21.6801,21.7614
max,4,101,0.25,6.75,22.4812,22.4368,22.5192
max,4,101,0.25,7,23.2405,23.194,23.2971
max,4,101,0.25,7.25,23.9882,23.9402,24.0298
max,4,101,0.25,7.5,24.7503,24.7028,24.8089
max,4,101,0.25,7.75,25.5045,25.4568,25.5624
max,4,101,0.25,8,26.265,26.2089,26.3214
max,4,101,0.25,8.25,27.0183,26.9628,27.0678
max,4,101,0.25,8.5,27.779,27.7269,27.8312
max,4,101,0.25,8.75,28.5332,28.4781,28.591
max,4,101,0.25,9,29.2979,29.226,29.345
max,4,101,0.25,9.25,30.0536,29.9822,30.1117
max,4,101,0.25,9.5,30.81,30.7406,30.8913
max,4,101,0.25,9.75,31.5685,31.4926,31.6358
max,4,101,0.25,10,32.327,32.269,32.401
max,4,101,0.25,10.25,33.0802,33.0027,33.1417
max,4,101,0.25,10.5,33.8402,33.7697,33.9111
max,4,101,0.25,10.75,34.5928,34.5327,34.6501
max,4,101,0.25,11,35.3554,35.2672,35.4473
max,4,101,0.25,11.25,36.1117,36.0233,36.1927
max,4,101,0.25,11.5,36.8633,36.8008,36.9293
max,4,101,0.25,11.75,37.6257,37.5422,37.7182
max,4,101,0.25,12,38.3883,38.3091,38.4886
max,4,101,0.25,12.25,39.1413,39.0562,39.2232
max,4,101,0.25,12.5,39.9028,39.8218,39.9938
max,4,101,0.25,12.75,40.6568,40.5777,40.7622
max,4,101,0.25,13,41.4125,41.3148,41.508
max,4,101,0.25,13.25,42.1789,42.0873,42.2695
max,4,101,0.25,13.5,42.9231,42.848,43.0055
max,4,101,0.25,13.75,43.6866,43.5725,43.7886
max,4,101,0.25,14,44.4466,44.3479,44.5433
max,4,101,0.25,14.25,45.2032,45.1015,45.2933
max,4,101,0.25,14.5,45.9584,45.8672,46.0811
max,4,101,0.25,14.75,46.716,46.6124,46.8046
max,4,101,0.25,15,47.4877,47.3966,47.5831
max,4,101,0.25,15.25,48.2335,48.1204,48.3391
max,4,101,0.25,15.5,48.9852,48.8855,49.1052
max,4,101,0.25,15.75,49.7477,49.6267,49.8375
max,4,101,0.25,16,50.5057,50.4025,50.6385
max,4,101,0.25,16.25,51.2644,51.1453,51.3809
max,4,101,0.25,16.5,52.0176,51.8777,52.1248
max,4,101,0.25,16.75,52.7703,52.6576,52.8859
max,4,101,0.25,17,53.5319,53.3882,53.6498
max,4,101,0.25,17.25,54.2937,54.1811,54.419
max,4,101,0.25,17.5,55.0523,54.9445,55.1718
max,4,101,0.25,17.75,55.8034,55.6952,55.9416
max,4,101,0.25,18,56.5589,56.4339,56.6706
max,4,101,0.25,18.25,57.3213,57.2129,57.44
max,4,101,0.25,18.5,58.0775,57.9269,58.2226
max,4,101,0.25,18.75,58.8468,58.7041,58.956
max,4,101,0.25,19,59.5924,59.417,59.7294
max,4,101,0.25,19.25,60.347,60.2083,60.4686
max,4,101,0.25,19.5,61.102,60.9511,61.2183
max,4,101,0.25,19.75,61.8672,61.738,61.9926
max,4,101,0.25,20,62.6246,62.4741,62.7652
max,4,101,0.25,20.25,63.383,63.248,63.5193
max,4,101,0.25,20.5,64.1395,63.9743,64.277
max,4,101,0.25,20.75,64.9055,64.7407,65.0615
max,4,101,0.25,21,65.6471,65.5025,65.8087
0,4,101,0.5,0.25,7.58042,7.56762,7.59381
0,4,101,0.5,0.5,7.57922,7.56143,7.59449
0,4,101,0.5,0.75,7.58013,7.56474,7.59112
0,4,101,0.5,1,7.57992,7.56308,7.59471
0,4,101,0.5,1.25,7.36977,7.35821,7.38036
0,4,101,0.5,1.5,7.23519,7.22034,7.2477
0,4,101,0.5,1.75,7.14161,7.12797,7.15968
0,4,101,0.5,2,7.0734,7.05922,7.08829
0,4,101,0.5,2.25,6.89883,6.88506,6.91105
0,4,101,0.5,2.5,6.76154,6.7473,6.77244
0,4,101,0.5,2.75,6.65554,6.64269,6.66962
0,4,101,0.5,3,6.56956,6.55819,6.57894
0,4,101,0.5,3.25,6.40691,6.39663,6.42011
0,4,101,0.5,3.5,6.27106,6.25948,6.28207
0,4,101,0.5,3.75,6.16008,6.14916,6.17111
0,4,101,0.5,4,6.0646,6.052,6.07792
0,4,101,0.5,4.25,6.11115,6.09744,6.12007
0,4,101,0.5,4.5,6.15533,6.14537,6.16946
0,4,101,0.5,4.75,6.1958,6.18317,6.208
0,4,101,0.5,5,6.23124,6.21926,6.24243
0,4,101,0.5,5.25,6.2422,6.23103,6.25314
0,4,101,0.5,5.5,6.25134,6.24145,6.26289
0,4,101,0.5,5.75,6.25858,6.24767,6.26951
0,4,101,0.5,6,6.26528,6.25682,6.27602
0,4,101,0.5,6.25,6.24798,6.23744,6.26158
0,4,101,0.5,6.5,6.23191,6.21757,6.24386
0,4,101,0.5,6.75,6.21621,6.20481,6.22946
0,4,101,0.5,7,6.20202,6.193,6.21446
0,4,101,0.5,7.25,6.165,6.15372,6.17837
0,4,101,0.5,7.5,6.12939,6.11799,6.14274
0,4,101,0.5,7.75,6.09474,6.07966,6.10586
0,4,101,0.5,8,6.06453,6.05292,6.07318
0,4,101,0.5,8.25,6.07963,6.06857,6.08952
0,4,101,0.5,8.5,6.09646,6.0838,6.10738
0,4,101,0.5,8.75,6.11085,6.09982,6.12157
0,4,101,0.5,9,6.12458,6.11322,6.13499
0,4,101,0.5,9.25,6.12915,6.11982,6.14081
0,4,101,0.5,9.5,6.13312,6.12205,6.14485
0,4,101,0.5,9.75,6.13811,6.12619,6.1496
0,4,101,0.5,10,6.1422,6.13138,6.15509
0,4,101,0.5,10.25,6.13548,6.12446,6.14724
0,4,101,0.5,10.5,6.13074,6.1196,6.14487
0,4,101,0.5,10.75,6.12598,6.1123,6.13751
0,4,101,0.5,11,6.12041,6.1093,6.13199
0,4,101,0.5,11.25,6.10662,6.09263,6.11697
0,4,101,0.5,11.5,6.09135,6.08001,6.10493
0,4,101,0.5,11.75,6.07707,6.06632,6.08662
0,4,101,0.5,12,6.06397,6.05253,6.07483
0,4,101,0.5,12.25,6.07054,6.06084,6.08519
0,4,101,0.5,12.5,6.07806,6.06747,6.08929
0,4,101,0.5,12.75,6.08467,6.07197,6.09665
0,4,101,0.5,13,6.09089,6.08087,6.10042
0,4,101,0.5,13.25,6.09315,6.08246,6.10293
0,4,101,0.5,13.5,6.09412,6.08231,6.10434
0,4,101,0.5,13.75,6.09732,6.08563,6.11018
0,4,101,0.5,14,6.10029,6.08873,6.11252
0,4,101,0.5,14.25,6.09671,6.08643,6.10641
0,4,101,0.5,14.5,6.09407,6.08242,6.10668
0,4,101,0.5,14.75,6.09289,6.08242,6.10288
0,4,101,0.5,15,6.08878,6.07877,6.10255
0,4,101,0.5,15.25,6.08334,6.07272,6.09316
0,4,101,0.5,15.5,6.07687,6.06312,6.09128
0,4,101,0.5,15.75,6.07024,6.05864,6.07983
0,4,101,0.5,16,6.06371,6.05137,6.07503
0,4,101,0.5,16.25,6.0683,6.05696,6.07727
0,4,101,0.5,16.5,6.07156,6.06077,6.08398
0,4,101,0.5,16.75,6.07375,6.06136,6.08614
0,4,101,0.5,17,6.07755,6.06603,6.08695
0,4,101,0.5,17.25,6.07861,6.0673,6.08764
0,4,101,0.5,17.5,6.07844,6.06512,6.09087
0,4,101,0.5,17.75,6.08,6.06872,6.09218
0,4,101,0.5,18,6.0805,6.06892,6.09229
0,4,101,0.5,18.25,6.08032,6.06978,6.09067
0,4,101,0.5,18.5,6.07898,6.06594,6.08855
0,4,101,0.5,18.75,6.07677,6.06367,6.08809
0,4,101,0.5,19,6.07589,6.06489,6.08857
0,4,101,0.5,19.25,6.07254,6.0586,6.08237
0,4,101,0.5,19.5,6.07058,6.05695,6.08452
0,4,101,0.5,19.75,6.06626,6.05573,6.07699
0,4,101,0.5,20,6.06543,6.05386,6.08168
0,4,101,0.5,20.25,6.06534,6.05363,6.07554
0,4,101,0.5,20.5,6.06782,6.05501,6.08087
0,4,101,0.5,20.75,6.06828,6.05684,6.08022
0,4,101,0.5,21,6.06952,6.05696,6.08061
max,4,101,0.5,0.25,7.10986,7.09572,7.12395
max,4,101,0.5,0.5,7.11161,7.09751,7.12756
max,4,101,0.5,0.75,7.11014,7.09341,7.12515
max,4,101,0.5,1,7.11078,7.09658,7.12444
max,4,101,0.5,1.25,6.86356,6.85089,6.87534
max,4,101,0.5,1.5,6.71458,6.70305,6.72541
max,4,101,0.5,1.75,6.60689,6.5907,6.62029
max,4,101,0.5,2,6.56926,6.5567,6.57937
max,4,101,0.5,2.25,6.46924,6.45495,6.48051
max,4,101,0.5,2.5,6.41979,6.40714,6.43111
max,4,101,0.5,2.75,6.39211,6.38046,6.40424
max,4,101,0.5,3,6.36256,6.34953,6.37409
max,4,101,0.5,3.25,6.27394,6.26236,6.2853
max,4,101,0.5,3.5,6.1961,6.1839,6.20825
max,4,101,0.5,3.75,6.12683,6.11575,6.13799
max,4,101,0.5,4,6.06409,6.05412,6.07613
max,4,101,0.5,4.25,6.31726,6.30599,6.3296
max,4,101,0.5,4.5,6.56962,6.55631,6.58046
max,4,101,0.5,4.75,6.82263,6.81038,6.83385
max,4,101,0.5,5,7.07503,7.06065,7.08637
max,4,101,0.5,5.25,7.32555,7.30831,7.34001
max,4,101,0.5,5.5,7.5777,7.5641,7.59184
max,4,101,0.5,5.75,7.83174,7.8134,7.84746
max,4,101,0.5,6,8.0839,8.06867,8.10401
max,4,101,0.5,6.25,8.33637,8.31969,8.35233
max,4,101,0.5,6.5,8.58711,8.5717,8.60564
max,4,101,0.5,6.75,8.84226,8.82405,8.8609
max,4,101,0.5,7,9.09468,9.07492,9.11385
max,4,101,0.5,7.25,9.34782,9.32732,9.36902
max,4,101,0.5,7.5,9.60006,9.57653,9.62504
max,4,101,0.5,7.75,9.85308,9.82454,9.87548
max,4,101,0.5,8,10.1037,10.0794,10.1334
max,4,101,0.5,8.25,10.3566,10.3341,10.3857
max,4,101,0.5,8.5,10.6092,10.5843,10.6341
max,4,101,0.5,8.75,10.8616,10.8391,10.8917
max,4,101,0.5,9,11.113,11.0886,11.1405
max,4,101,0.5,9.25,11.3656,11.3398,11.3881
max,4,101,0.5,9.5,11.6194,11.5911,11.6435
max,4,101,0.5,9.75,11.8752,11.8458,11.9062
max,4,101,0.5,10,12.1227,12.0886,12.149
max,4,101,0.5,10.25,12.3765,12.348,12.4011
max,4,101,0.5,10.5,12.6293,12.6037,12.6554
max,4,101,0.5,10.75,12.883,12.8519,12.9138
max,4,101,0.5,11,13.1348,13.111,13.1621
max,4,101,0.5,11.25,13.3851,13.3577,13.4196
max,4,101,0.5,11.5,13.6412,13.608,13.676
max,4,101,0.5,11.75,13.8898,13.8545,13.9257
max,4,101,0.5,12,14.1435,14.1125,14.1765
max,4,101,0.5,12.25,14.3965,14.3606,14.4272
max,4,101,0.5,12.5,14.6502,14.6181,14.6886
max,4,101,0.5,12.75,14.9007,14.8674,14.9284
max,4,101,0.5,13,15.1545,15.1131,15.1927
max,4,101,0.5,13.25,15.4099,15.3752,15.4451
max,4,101,0.5,13.5,15.6577,15.6147,15.7033
max,4,101,0.5,13.75,15.9116,15.8667,15.955
max,4,101,0.5,14,16.1608,16.1277,16.195
max,4,101,0.5,14.25,16.4188,16.3866,16.4594
max,4,101,0.5,14.5,16.6731,16.6311,16.719
max,4,101,0.5,14.75,16.9214,16.887,16.9612
max,4,101,0.5,15,17.1741,17.1332,17.2085
max,4,101,0.5,15.25,17.4269,17.3823,17.4631
max,4,101,0.5,15.5,17.6801,17.6414,17.7194
max,4,101,0.5,15.75,17.9324,17.8902,17.9729
max,4,101,0.5,16,18.1836,18.1355,18.236
max,4,101,0.5,16.25,18.4393,18.3963,18.4823
max,4,101,0.5,16.5,18.6949,18.6483,18.73
max,4,101,0.5,16.75,18.9399,18.8945,19
max,4,101,0.5,17,19.1964,19.1417,19.2464
max,4,101,0.5,17.25,19.4392,19.3852,19.4917
max,4,101,0.5,17.5,19.701,19.6409,19.7429
max,4,101,0.5,17.75,19.9501,19.9116,19.9897
max,4,101,0.5,18,20.1988,20.1577,20.2434
max,4,101,0.5,18.25,20.4559,20.4096,20.5095
max,4,101,0.5,18.5,20.7153,20.6672,20.7735
max,4,101,0.5,18.75,20.9571,20.8911,21.016
max,4,101,0.5,19,21.2128,21.1565,21.2767
max,4,101,0.5,19.25,21.4634,21.4128,21.523
max,4,101,0.5,19.5,21.719,21.659,21.7651
max,4,101,0.5,19.75,21.9699,21.9079,22.0296
max,4,101,0.5,20,22.224,22.1731,22.2854
max,4,101,0.5,20.25,22.474,22.4136,22.5255
max,4,101,0.5,20.5,22.7295,22.6848,22.7864
max,4,101,0.5,20.75,22.9833,22.93,23.0317
max,4,101,0.5,21,23.2365,23.1692,23.306
0,4,101,0.75,0.25,4.88636,4.87694,4.89837
0,4,101,0.75,0.5,4.88617,4.87791,4.89583
0,4,101,0.75,0.75,4.88589,4.87609,4.897
0,4,101,0.75,1,4.8861,4.87858,4.89592
0,4,101,0.75,1.25,4.67109,4.6622,4.68002
0,4,101,0.75,1.5,4.53772,4.5277,4.54559
0,4,101,0.75,1.75,4.44747,4.43896,4.45786
0,4,101,0.75,2,4.38037,4.3733,4.38813
0,4,101,0.75,2.25,4.20069,4.19326,4.20967
0,4,101,0.75,2.5,4.06307,4.05627,4.07042
0,4,101,0.75,2.75,3.96127,3.95464,3.96749
0,4,101,0.75,3,3.87604,3.86742,3.88198
0,4,101,0.75,3.25,3.71006,3.70285,3.71735
0,4,101,0.75,3.5,3.57066,3.56401,3.57778
0,4,101,0.75,3.75,3.46576,3.45902,3.47228
0,4,101,0.75,4,3.3708,3.3656,3.37642
0,4,101,0.75,4.25,3.39463,3.3877,3.39962
0,4,101,0.75,4.5,3.41781,3.41143,3.42517
0,4,101,0.75,4.75,3.43949,3.43281,3.44531
0,4,101,0.75,5,3.4603,3.45481,3.46706
0,4,101,0.75,5.25,3.46591,3.4588,3.47066
0,4,101,0.75,5.5,3.47228,3.46678,3.47944
0,4,101,0.75,5.75,3.47716,3.47114,3.48346
0,4,101,0.75,6,3.48289,3.47594,3.48799
0,4,101,0.75,6.25,3.47431,3.46708,3.47906
